policy_id,process_instance_id,task_id,lane_id,status,created_at,started_at,completed_at,assigned_to,client_type,urgency_score,priority_label,next_task_id,rejected_next
reposicion_tarjeta,p0007,bloqueo_emision,seguridad,COMPLETED,2026-03-08T09:49:00,2026-03-08T10:00:00,2026-03-08T10:49:00,marco,regular,0.45,MEDIA,entrega_tarjeta,0
reposicion_tarjeta,p0007,entrega_tarjeta,atencion,COMPLETED,2026-03-08T11:03:00,2026-03-08T11:15:00,2026-03-08T11:36:00,ana,regular,0.45,MEDIA,cierre,0
reposicion_tarjeta,p0008,recepcion_solicitud,atencion,COMPLETED,2026-03-09T09:00:00,2026-03-09T09:10:00,2026-03-09T09:39:00,ana,regular,0.45,MEDIA,validacion_identidad,0
reposicion_tarjeta,p0008,validacion_identidad,operaciones,COMPLETED,2026-03-09T09:52:00,2026-03-09T10:03:00,2026-03-09T10:56:00,luis,regular,0.45,MEDIA,bloqueo_emision,0
reposicion_tarjeta,p0008,bloqueo_emision,seguridad,COMPLETED,2026-03-09T11:10:00,2026-03-09T11:22:00,2026-03-09T12:29:00,marco,regular,0.45,MEDIA,entrega_tarjeta,0
reposicion_tarjeta,p0008,entrega_tarjeta,atencion,COMPLETED,2026-03-09T12:44:00,2026-03-09T12:57:00,2026-03-09T13:15:00,ana,regular,0.45,MEDIA,cierre,0
reposicion_tarjeta,p0009,recepcion_solicitud,atencion,COMPLETED,2026-03-10T10:00:00,2026-03-10T10:11:00,2026-03-10T10:39:00,ana,regular,0.45,MEDIA,validacion_identidad,0
reposicion_tarjeta,p0009,validacion_identidad,operaciones,COMPLETED,2026-03-10T10:53:00,2026-03-10T11:05:00,2026-03-10T11:42:00,luis,regular,0.45,MEDIA,bloqueo_emision,0
reposicion_tarjeta,p0009,bloqueo_emision,seguridad,COMPLETED,2026-03-10T11:57:00,2026-03-10T12:10:00,2026-03-10T12:44:00,marco,regular,0.45,MEDIA,entrega_tarjeta,0
reposicion_tarjeta,p0009,entrega_tarjeta,atencion,COMPLETED,2026-03-10T13:00:00,2026-03-10T13:14:00,2026-03-10T13:29:00,ana,regular,0.45,MEDIA,cierre,0
reposicion_tarjeta,p0010,recepcion_solicitud,atencion,COMPLETED,2026-03-11T11:00:00,2026-03-11T11:12:00,2026-03-11T11:39:00,ana,regular,0.45,MEDIA,validacion_identidad,0
reposicion_tarjeta,p0010,validacion_identidad,operaciones,COMPLETED,2026-03-11T11:54:00,2026-03-11T12:07:00,2026-03-11T13:51:00,luis,regular,0.45,MEDIA,bloqueo_emision,0
reposicion_tarjeta,p0010,bloqueo_emision,seguridad,COMPLETED,2026-03-11T14:07:00,2026-03-11T14:21:00,2026-03-11T15:13:00,marco,regular,0.45,MEDIA,entrega_tarjeta,0
reposicion_tarjeta,p0010,entrega_tarjeta,atencion,COMPLETED,2026-03-11T15:30:00,2026-03-11T15:45:00,2026-03-11T16:18:00,ana,regular,0.45,MEDIA,cierre,0
reposicion_tarjeta,p0011,recepcion_solicitud,atencion,COMPLETED,2026-03-12T12:00:00,2026-03-12T12:13:00,2026-03-12T12:39:00,ana,regular,0.45,MEDIA,validacion_identidad,0
reposicion_tarjeta,p0011,validacion_identidad,operaciones,COMPLETED,2026-03-12T12:55:00,2026-03-12T13:09:00,2026-03-12T13:48:00,luis,regular,0.45,MEDIA,bloqueo_emision,0
reposicion_tarjeta,p0011,bloqueo_emision,seguridad,COMPLETED,2026-03-12T14:05:00,2026-03-12T14:20:00,2026-03-12T15:30:00,marco,regular,0.45,MEDIA,entrega_tarjeta,0
reposicion_tarjeta,p0011,entrega_tarjeta,atencion,COMPLETED,2026-03-12T15:48:00,2026-03-12T16:04:00,2026-03-12T16:34:00,ana,regular,0.45,MEDIA,cierre,0
reposicion_tarjeta,p0012,recepcion_solicitud,atencion,COMPLETED,2026-03-13T13:00:00,2026-03-13T13:14:00,2026-03-13T13:39:00,ana,regular,0.45,MEDIA,validacion_identidad,0
reposicion_tarjeta,p0012,validacion_identidad,operaciones,COMPLETED,2026-03-13T13:56:00,2026-03-13T14:11:00,2026-03-13T14:34:00,luis,regular,0.45,MEDIA,bloqueo_emision,0
reposicion_tarjeta,p0012,bloqueo_emision,seguridad,COMPLETED,2026-03-13T14:52:00,2026-03-13T15:08:00,2026-03-13T15:45:00,marco,regular,0.45,MEDIA,entrega_tarjeta,0
reposicion_tarjeta,p0012,entrega_tarjeta,atencion,COMPLETED,2026-03-13T16:04:00,2026-03-13T16:21:00,2026-03-13T16:48:00,ana,regular,0.45,MEDIA,cierre,0
reposicion_tarjeta,p0013,recepcion_solicitud,atencion,COMPLETED,2026-03-14T14:00:00,2026-03-14T14:15:00,2026-03-14T14:39:00,ana,regular,0.45,MEDIA,validacion_identidad,0
reposicion_tarjeta,p0013,validacion_identidad,operaciones,COMPLETED,2026-03-14T14:57:00,2026-03-14T15:13:00,2026-03-14T15:54:00,luis,regular,0.45,MEDIA,bloqueo_emision,0
reposicion_tarjeta,p0013,bloqueo_emision,seguridad,REJECTED,2026-03-14T16:13:00,2026-03-14T16:30:00,2026-03-14T17:25:00,marco,regular,0.45,MEDIA,entrega_tarjeta,1
reposicion_tarjeta,p0014,recepcion_solicitud,atencion,COMPLETED,2026-03-15T08:00:00,2026-03-15T08:16:00,2026-03-15T08:39:00,ana,regular,0.45,MEDIA,validacion_identidad,0
reposicion_tarjeta,p0014,validacion_identidad,operaciones,COMPLETED,2026-03-15T08:58:00,2026-03-15T09:15:00,2026-03-15T09:40:00,luis,regular,0.45,MEDIA,bloqueo_emision,0
reposicion_tarjeta,p0014,bloqueo_emision,seguridad,COMPLETED,2026-03-15T10:00:00,2026-03-15T10:18:00,2026-03-15T11:31:00,marco,regular,0.45,MEDIA,entrega_tarjeta,0
reposicion_tarjeta,p0014,entrega_tarjeta,atencion,COMPLETED,2026-03-15T11:52:00,2026-03-15T12:11:00,2026-03-15T12:32:00,ana,regular,0.45,MEDIA,cierre,0
reposicion_tarjeta,p0015,recepcion_solicitud,atencion,COMPLETED,2026-03-16T09:00:00,2026-03-16T09:17:00,2026-03-16T09:39:00,ana,regular,0.45,MEDIA,validacion_identidad,0
reposicion_tarjeta,p0015,validacion_identidad,operaciones,COMPLETED,2026-03-16T09:59:00,2026-03-16T10:17:00,2026-03-16T11:00:00,luis,regular,0.45,MEDIA,bloqueo_emision,0
reposicion_tarjeta,p0015,bloqueo_emision,seguridad,COMPLETED,2026-03-16T11:21:00,2026-03-16T11:40:00,2026-03-16T12:20:00,marco,regular,0.45,MEDIA,entrega_tarjeta,0
reposicion_tarjeta,p0015,entrega_tarjeta,atencion,COMPLETED,2026-03-16T12:42:00,2026-03-16T12:44:00,2026-03-16T13:02:00,ana,regular,0.45,MEDIA,cierre,0
reposicion_tarjeta,p0016,recepcion_solicitud,atencion,COMPLETED,2026-03-17T10:00:00,2026-03-17T10:18:00,2026-03-17T10:39:00,ana,regular,0.45,MEDIA,validacion_identidad,0
reposicion_tarjeta,p0016,validacion_identidad,operaciones,COMPLETED,2026-03-17T11:00:00,2026-03-17T11:19:00,2026-03-17T11:46:00,luis,regular,0.45,MEDIA,bloqueo_emision,0
reposicion_tarjeta,p0016,bloqueo_emision,seguridad,COMPLETED,2026-03-17T12:08:00,2026-03-17T12:10:00,2026-03-17T13:08:00,marco,regular,0.45,MEDIA,entrega_tarjeta,0
reposicion_tarjeta,p0016,entrega_tarjeta,atencion,COMPLETED,2026-03-17T13:31:00,2026-03-17T13:34:00,2026-03-17T13:49:00,ana,regular,0.45,MEDIA,cierre,0
reposicion_tarjeta,p0017,recepcion_solicitud,atencion,COMPLETED,2026-03-18T11:00:00,2026-03-18T11:19:00,2026-03-18T11:39:00,ana,regular,0.45,MEDIA,validacion_identidad,0
reposicion_tarjeta,p0017,validacion_identidad,operaciones,COMPLETED,2026-03-18T12:01:00,2026-03-18T12:03:00,2026-03-18T12:48:00,luis,regular,0.45,MEDIA,bloqueo_emision,0
reposicion_tarjeta,p0017,bloqueo_emision,seguridad,COMPLETED,2026-03-18T13:11:00,2026-03-18T13:14:00,2026-03-18T14:30:00,marco,regular,0.45,MEDIA,entrega_tarjeta,0
reposicion_tarjeta,p0017,entrega_tarjeta,atencion,COMPLETED,2026-03-18T14:54:00,2026-03-18T14:58:00,2026-03-18T15:31:00,ana,regular,0.45,MEDIA,cierre,0
reposicion_tarjeta,p0018,recepcion_solicitud,atencion,COMPLETED,2026-03-19T12:00:00,2026-03-19T12:02:00,2026-03-19T12:21:00,ana,regular,0.45,MEDIA,validacion_identidad,0
reposicion_tarjeta,p0018,validacion_identidad,operaciones,COMPLETED,2026-03-19T12:44:00,2026-03-19T12:47:00,2026-03-19T13:16:00,luis,regular,0.45,MEDIA,bloqueo_emision,0
reposicion_tarjeta,p0018,bloqueo_emision,seguridad,COMPLETED,2026-03-19T13:40:00,2026-03-19T13:44:00,2026-03-19T14:27:00,marco,regular,0.45,MEDIA,entrega_tarjeta,0
reposicion_tarjeta,p0018,entrega_tarjeta,atencion,COMPLETED,2026-03-19T14:32:00,2026-03-19T14:37:00,2026-03-19T15:07:00,ana,regular,0.45,MEDIA,cierre,0
renovacion_tarjeta,p0019,recepcion_solicitud,atencion,COMPLETED,2026-03-20T09:00:00,2026-03-20T09:03:00,2026-03-20T09:26:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0019,validacion_identidad,operaciones,COMPLETED,2026-03-20T09:32:00,2026-03-20T09:36:00,2026-03-20T10:03:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0019,aprobacion_emision,jefatura,COMPLETED,2026-03-20T10:10:00,2026-03-20T10:15:00,2026-03-20T11:00:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0019,entrega_tarjeta,atencion,COMPLETED,2026-03-20T11:08:00,2026-03-20T11:14:00,2026-03-20T11:36:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0020,recepcion_solicitud,atencion,COMPLETED,2026-03-21T10:00:00,2026-03-21T10:04:00,2026-03-21T10:31:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0020,validacion_identidad,operaciones,COMPLETED,2026-03-21T10:38:00,2026-03-21T10:43:00,2026-03-21T11:28:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0020,aprobacion_emision,jefatura,COMPLETED,2026-03-21T11:36:00,2026-03-21T11:42:00,2026-03-21T12:14:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0020,entrega_tarjeta,atencion,COMPLETED,2026-03-21T12:23:00,2026-03-21T12:30:00,2026-03-21T12:51:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0021,recepcion_solicitud,atencion,COMPLETED,2026-03-22T11:00:00,2026-03-22T11:05:00,2026-03-22T11:22:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0021,validacion_identidad,operaciones,COMPLETED,2026-03-22T11:30:00,2026-03-22T11:36:00,2026-03-22T12:13:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0021,aprobacion_emision,jefatura,COMPLETED,2026-03-22T12:22:00,2026-03-22T12:29:00,2026-03-22T13:19:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0021,entrega_tarjeta,atencion,COMPLETED,2026-03-22T13:29:00,2026-03-22T13:37:00,2026-03-22T13:57:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0022,recepcion_solicitud,atencion,COMPLETED,2026-03-23T12:00:00,2026-03-23T12:06:00,2026-03-23T12:27:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0022,validacion_identidad,operaciones,COMPLETED,2026-03-23T12:36:00,2026-03-23T12:43:00,2026-03-23T13:12:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0022,aprobacion_emision,jefatura,COMPLETED,2026-03-23T13:22:00,2026-03-23T13:30:00,2026-03-23T14:07:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0022,entrega_tarjeta,atencion,COMPLETED,2026-03-23T14:18:00,2026-03-23T14:27:00,2026-03-23T14:46:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0023,recepcion_solicitud,atencion,COMPLETED,2026-03-24T13:00:00,2026-03-24T13:07:00,2026-03-24T13:32:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0023,validacion_identidad,operaciones,COMPLETED,2026-03-24T13:42:00,2026-03-24T13:50:00,2026-03-24T14:11:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0023,aprobacion_emision,jefatura,COMPLETED,2026-03-24T14:22:00,2026-03-24T14:31:00,2026-03-24T15:26:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0023,entrega_tarjeta,atencion,COMPLETED,2026-03-24T15:38:00,2026-03-24T15:48:00,2026-03-24T16:06:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0024,recepcion_solicitud,atencion,COMPLETED,2026-03-25T14:00:00,2026-03-25T14:08:00,2026-03-25T14:23:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0024,validacion_identidad,operaciones,COMPLETED,2026-03-25T14:34:00,2026-03-25T14:43:00,2026-03-25T15:22:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0024,aprobacion_emision,jefatura,COMPLETED,2026-03-25T15:34:00,2026-03-25T15:44:00,2026-03-25T16:26:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0024,entrega_tarjeta,atencion,COMPLETED,2026-03-25T16:39:00,2026-03-25T16:50:00,2026-03-25T17:07:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0025,recepcion_solicitud,atencion,COMPLETED,2026-03-26T08:00:00,2026-03-26T08:09:00,2026-03-26T08:28:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0025,validacion_identidad,operaciones,COMPLETED,2026-03-26T08:40:00,2026-03-26T08:50:00,2026-03-26T09:21:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0025,aprobacion_emision,jefatura,COMPLETED,2026-03-26T09:34:00,2026-03-26T09:45:00,2026-03-26T10:14:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0025,entrega_tarjeta,atencion,COMPLETED,2026-03-26T10:28:00,2026-03-26T10:40:00,2026-03-26T10:56:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0026,recepcion_solicitud,atencion,COMPLETED,2026-03-27T09:00:00,2026-03-27T09:10:00,2026-03-27T09:33:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0026,validacion_identidad,operaciones,COMPLETED,2026-03-27T09:46:00,2026-03-27T09:57:00,2026-03-27T10:20:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0026,aprobacion_emision,jefatura,COMPLETED,2026-03-27T10:34:00,2026-03-27T10:46:00,2026-03-27T11:33:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0026,entrega_tarjeta,atencion,COMPLETED,2026-03-27T11:48:00,2026-03-27T12:01:00,2026-03-27T12:16:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0027,recepcion_solicitud,atencion,COMPLETED,2026-03-28T10:00:00,2026-03-28T10:11:00,2026-03-28T10:38:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0027,validacion_identidad,operaciones,COMPLETED,2026-03-28T10:52:00,2026-03-28T11:04:00,2026-03-28T11:45:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0027,aprobacion_emision,jefatura,COMPLETED,2026-03-28T12:00:00,2026-03-28T12:13:00,2026-03-28T12:47:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0027,entrega_tarjeta,atencion,COMPLETED,2026-03-28T13:03:00,2026-03-28T13:17:00,2026-03-28T13:31:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0028,recepcion_solicitud,atencion,COMPLETED,2026-03-29T11:00:00,2026-03-29T11:12:00,2026-03-29T11:29:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0028,validacion_identidad,operaciones,COMPLETED,2026-03-29T11:44:00,2026-03-29T11:57:00,2026-03-29T12:59:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0028,aprobacion_emision,jefatura,COMPLETED,2026-03-29T13:15:00,2026-03-29T13:29:00,2026-03-29T14:21:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0028,entrega_tarjeta,atencion,COMPLETED,2026-03-29T14:38:00,2026-03-29T14:53:00,2026-03-29T15:06:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0029,recepcion_solicitud,atencion,COMPLETED,2026-03-30T12:00:00,2026-03-30T12:13:00,2026-03-30T12:34:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0029,validacion_identidad,operaciones,COMPLETED,2026-03-30T12:50:00,2026-03-30T13:04:00,2026-03-30T13:29:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0029,aprobacion_emision,jefatura,COMPLETED,2026-03-30T13:46:00,2026-03-30T14:01:00,2026-03-30T14:40:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0029,entrega_tarjeta,atencion,COMPLETED,2026-03-30T14:58:00,2026-03-30T15:14:00,2026-03-30T15:26:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0030,recepcion_solicitud,atencion,COMPLETED,2026-03-31T13:00:00,2026-03-31T13:14:00,2026-03-31T13:39:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0030,validacion_identidad,operaciones,COMPLETED,2026-03-31T13:56:00,2026-03-31T14:11:00,2026-03-31T14:54:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0030,aprobacion_emision,jefatura,COMPLETED,2026-03-31T15:12:00,2026-03-31T15:28:00,2026-03-31T15:54:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0030,entrega_tarjeta,atencion,COMPLETED,2026-03-31T16:13:00,2026-03-31T16:30:00,2026-03-31T17:00:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0031,recepcion_solicitud,atencion,COMPLETED,2026-04-01T14:00:00,2026-04-01T14:15:00,2026-04-01T14:30:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0031,validacion_identidad,operaciones,COMPLETED,2026-04-01T14:48:00,2026-04-01T15:04:00,2026-04-01T15:39:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0031,aprobacion_emision,jefatura,REJECTED,2026-04-01T15:58:00,2026-04-01T16:15:00,2026-04-01T16:59:00,carla,regular,0.30,BAJA,entrega_tarjeta,1
renovacion_tarjeta,p0032,recepcion_solicitud,atencion,COMPLETED,2026-04-02T08:00:00,2026-04-02T08:16:00,2026-04-02T08:35:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0032,validacion_identidad,operaciones,COMPLETED,2026-04-02T08:54:00,2026-04-02T09:11:00,2026-04-02T09:38:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0032,aprobacion_emision,jefatura,COMPLETED,2026-04-02T09:58:00,2026-04-02T10:16:00,2026-04-02T10:47:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0032,entrega_tarjeta,atencion,COMPLETED,2026-04-02T11:08:00,2026-04-02T11:27:00,2026-04-02T11:55:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0033,recepcion_solicitud,atencion,COMPLETED,2026-04-03T09:00:00,2026-04-03T09:17:00,2026-04-03T09:40:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0033,validacion_identidad,operaciones,COMPLETED,2026-04-03T10:00:00,2026-04-03T10:18:00,2026-04-03T11:03:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0033,aprobacion_emision,jefatura,COMPLETED,2026-04-03T11:24:00,2026-04-03T11:43:00,2026-04-03T12:32:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0033,entrega_tarjeta,atencion,COMPLETED,2026-04-03T12:54:00,2026-04-03T12:56:00,2026-04-03T13:23:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0034,recepcion_solicitud,atencion,COMPLETED,2026-04-04T10:00:00,2026-04-04T10:18:00,2026-04-04T10:45:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0034,validacion_identidad,operaciones,COMPLETED,2026-04-04T11:06:00,2026-04-04T11:25:00,2026-04-04T12:02:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0034,aprobacion_emision,jefatura,COMPLETED,2026-04-04T12:24:00,2026-04-04T12:26:00,2026-04-04T13:02:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0034,entrega_tarjeta,atencion,COMPLETED,2026-04-04T13:25:00,2026-04-04T13:28:00,2026-04-04T13:54:00,ana,regular,0.30,BAJA,cierre,0
renovacion_tarjeta,p0035,recepcion_solicitud,atencion,COMPLETED,2026-04-05T11:00:00,2026-04-05T11:19:00,2026-04-05T11:36:00,ana,regular,0.30,BAJA,validacion_identidad,0
renovacion_tarjeta,p0035,validacion_identidad,operaciones,COMPLETED,2026-04-05T11:58:00,2026-04-05T12:00:00,2026-04-05T12:29:00,luis,regular,0.30,BAJA,aprobacion_emision,0
renovacion_tarjeta,p0035,aprobacion_emision,jefatura,COMPLETED,2026-04-05T12:52:00,2026-04-05T12:55:00,2026-04-05T13:49:00,carla,regular,0.30,BAJA,entrega_tarjeta,0
renovacion_tarjeta,p0035,entrega_tarjeta,atencion,COMPLETED,2026-04-05T14:13:00,2026-04-05T14:17:00,2026-04-05T14:42:00,ana,regular,0.30,BAJA,cierre,0
